u,v,weight,sign,SIP,SIN,SDP,SDN,Uncommon,SIPV,SINV,SDPV,SDNV,UncommonV
2862.0,1463.0,0.0474,P,1,0,0,0,6,0,0,1,0,1
2862.0,4878.0,0.059199999999999996,P,1,0,0,0,6,0,0,0,0,0
2862.0,243.0,0.0342,P,1,0,0,0,6,1,0,2,0,1
2862.0,4007.0,0.008199999999999999,P,1,0,0,0,6,0,0,1,0,0
1347.0,4182.0,0.009499999999999998,P,3,0,10,0,7,2,0,11,0,3
1347.0,3982.0,0.0172,P,3,0,10,0,7,1,0,1,0,9
1347.0,1358.0,0.013099999999999997,P,3,0,10,0,7,1,0,13,0,4
1347.0,3741.0,0.005600000000000001,P,3,0,10,0,7,0,0,1,0,0
1347.0,2858.0,0.0098,P,3,0,10,0,7,3,2,3,1,3
1347.0,6003.0,0.0184,P,3,0,10,0,7,0,0,0,0,0
1347.0,3053.0,0.028499999999999998,P,3,0,10,0,7,0,0,1,0,0
1347.0,5347.0,0.039400000000000004,P,3,0,10,0,7,2,0,2,0,1
1347.0,3840.0,0.0369,P,3,0,10,0,7,0,0,1,0,3
1347.0,2724.0,0.026500000000000003,P,3,0,10,0,7,1,0,1,0,3
1347.0,1487.0,0.004000000000000001,P,3,0,10,0,7,4,7,6,4,8
1347.0,4889.0,0.0137,P,3,0,10,0,7,0,0,0,0,0
1347.0,3105.0,0.029599999999999998,P,3,0,10,0,7,10,1,35,0,14
1347.0,1969.0,-0.0058000000000000005,N,3,0,10,0,7,0,0,0,0,1
4411.0,4155.0,-0.0103,N,0,1,0,0,0,4,19,3,0,0
2770.0,427.0,0.0191,P,1,0,28,0,1,3,0,12,0,2
2770.0,3839.0,0.0185,P,1,0,28,0,1,0,0,0,0,1
2770.0,813.0,0.034,P,1,0,28,0,1,0,0,1,0,2
2770.0,2598.0,0.05,P,1,0,28,0,1,4,1,39,1,9
2770.0,4057.0,0.007499999999999998,P,1,0,28,0,1,0,0,1,0,1
2770.0,2633.0,0.0128,P,1,0,28,0,1,0,0,1,0,1
2770.0,3739.0,0.012199999999999999,P,1,0,28,0,1,0,0,4,0,0
2770.0,2829.0,0.015999999999999997,P,1,0,28,0,1,2,1,1,1,1
2770.0,2661.0,0.0194,P,1,0,28,0,1,3,0,21,0,4
2770.0,3791.0,0.006,P,1,0,28,0,1,0,0,6,0,2
2770.0,4041.0,0.013799999999999998,P,1,0,28,0,1,0,0,1,0,1
2770.0,3143.0,0.0237,P,1,0,28,0,1,0,0,1,0,0
2770.0,2840.0,0.0474,P,1,0,28,0,1,0,0,0,0,2
2770.0,133.0,0.0375,P,1,0,28,0,1,6,4,27,1,16
2770.0,3029.0,0.0067,P,1,0,28,0,1,0,0,0,0,0
3590.0,692.0,0.0259,P,6,8,42,3,2,6,2,30,2,14
3590.0,3613.0,0.0316,P,6,8,42,3,2,17,12,104,5,16
3590.0,2785.0,0.0126,P,6,8,42,3,2,0,0,0,0,0
3590.0,3844.0,0.0128,P,6,8,42,3,2,0,0,1,0,3
3590.0,1810.0,0.08329999999999999,P,6,8,42,3,2,6,2,61,0,8
3590.0,3709.0,0.0322,P,6,8,42,3,2,0,1,6,0,3
3590.0,4200.0,0.07780000000000001,P,6,8,42,3,2,0,0,0,0,0
3590.0,3232.0,0.0247,P,6,8,42,3,2,0,0,6,0,9
3590.0,2075.0,0.0427,P,6,8,42,3,2,0,0,8,0,2
3590.0,286.0,-0.007299999999999998,N,6,8,42,3,2,9,0,28,0,5
3590.0,3661.0,0.018500000000000006,P,6,8,42,3,2,3,3,7,1,8
3590.0,1010.0,0.032600000000000004,P,6,8,42,3,2,0,0,0,0,0
3590.0,4906.0,0.0031,P,6,8,42,3,2,3,0,11,0,0
3590.0,1143.0,0.06820000000000001,P,6,8,42,3,2,4,5,37,1,7
3590.0,1243.0,0.028699999999999996,P,6,8,42,3,2,14,0,24,0,11
3590.0,2529.0,-0.010499999999999999,N,6,8,42,3,2,12,7,104,7,17
3590.0,4582.0,0.0434,P,6,8,42,3,2,0,0,0,0,1
3590.0,3848.0,0.0359,P,6,8,42,3,2,0,0,2,0,1
3590.0,1876.0,-0.0218,N,6,8,42,3,2,0,0,1,0,4
3590.0,2940.0,0.0344,P,6,8,42,3,2,0,2,1,0,10
3590.0,3741.0,-0.015799999999999995,N,6,8,42,3,2,0,0,1,0,0
3590.0,2885.0,0.028100000000000003,P,6,8,42,3,2,2,1,11,4,5
3590.0,2771.0,0.06670000000000001,P,6,8,42,3,2,1,0,4,0,0
3590.0,861.0,0.0477,P,6,8,42,3,2,2,0,8,0,15
3590.0,3860.0,0.0767,P,6,8,42,3,2,0,0,3,0,3
3590.0,2783.0,0.0324,P,6,8,42,3,2,2,2,3,2,1
854.0,1782.0,0.0492,P,0,5,4,0,5,0,0,0,1,0
854.0,1202.0,0.0259,P,0,5,4,0,5,0,0,0,0,0
854.0,2393.0,-0.0072,N,0,5,4,0,5,0,0,0,0,0
854.0,1458.0,0.040100000000000004,P,0,5,4,0,5,3,0,15,0,0
854.0,300.0,-0.0098,N,0,5,4,0,5,1,0,7,0,3
854.0,501.0,0.0624,P,0,5,4,0,5,1,0,8,0,0
854.0,1778.0,-0.014099999999999998,N,0,5,4,0,5,0,0,0,0,0
854.0,484.0,0.06470000000000001,P,0,5,4,0,5,2,0,6,0,0
854.0,487.0,-0.0059,N,0,5,4,0,5,2,0,4,0,5
854.0,1042.0,-0.0212,N,0,5,4,0,5,0,0,0,0,0
854.0,594.0,-0.0264,N,0,5,4,0,5,0,0,6,0,7
854.0,1507.0,0.0645,P,0,5,4,0,5,0,0,0,0,0
5239.0,2326.0,0.020399999999999998,P,2,0,1,0,0,10,4,38,0,15
487.0,1029.0,-0.0007000000000000006,N,2,0,4,0,5,0,0,0,0,0
487.0,50.0,0.0017000000000000014,P,2,0,4,0,5,0,0,18,0,4
487.0,864.0,0.0615,P,2,0,4,0,5,0,0,2,0,2
487.0,384.0,0.0268,P,2,0,4,0,5,4,0,32,2,8
487.0,81.0,0.018600000000000002,P,2,0,4,0,5,0,1,8,0,8
487.0,696.0,-0.0099,N,2,0,4,0,5,0,0,1,0,5
487.0,346.0,0.0013999999999999985,P,2,0,4,0,5,1,0,10,0,5
487.0,1401.0,-0.004200000000000001,N,2,0,4,0,5,0,0,0,0,2
487.0,548.0,0.0423,P,2,0,4,0,5,4,3,5,4,3
487.0,92.0,0.0426,P,2,0,4,0,5,0,0,4,0,0
487.0,662.0,0.032,P,2,0,4,0,5,0,0,12,0,3
1629.0,1782.0,0.034100000000000005,P,0,0,4,0,8,0,0,0,1,0
1629.0,271.0,0.0128,P,0,0,4,0,8,1,0,3,0,7
1629.0,5914.0,0.0033,P,0,0,4,0,8,0,0,1,0,4
1629.0,4697.0,-0.0011000000000000005,N,0,0,4,0,8,1,0,0,0,4
1629.0,1843.0,0.032600000000000004,P,0,0,4,0,8,0,0,0,0,1
1629.0,2075.0,0.0383,P,0,0,4,0,8,0,0,8,0,2
1629.0,5884.0,0.0144,P,0,0,4,0,8,3,8,30,5,6
1629.0,339.0,0.053700000000000005,P,0,0,4,0,8,0,3,1,2,0
1629.0,760.0,0.0349,P,0,0,4,0,8,2,15,49,2,14
1629.0,5345.0,0.0369,P,0,0,4,0,8,1,0,4,0,0
1629.0,1726.0,-0.0029000000000000007,N,0,0,4,0,8,0,0,0,1,0
1629.0,8008.0,0.014000000000000002,P,0,0,4,0,8,0,0,0,0,0
4582.0,5616.0,0.0184,P,0,0,0,0,1,0,0,0,0,0
2265.0,1270.0,0.0060999999999999995,P,0,0,0,0,1,0,0,0,0,4
1570.0,309.0,-0.028599999999999997,N,0,2,0,3,3,8,5,86,3,5
1570.0,3033.0,-0.0019000000000000002,N,0,2,0,3,3,0,1,0,0,2
1570.0,1305.0,-0.02,N,0,2,0,3,3,7,8,23,0,4
1570.0,363.0,0.0022999999999999995,P,0,2,0,3,3,1,0,0,0,3
1570.0,2719.0,-0.011300000000000001,N,0,2,0,3,3,0,0,0,0,3
668.0,122.0,0.015500000000000005,P,0,0,4,0,0,4,1,15,1,2
668.0,662.0,0.0767,P,0,0,4,0,0,0,0,12,0,3
668.0,455.0,0.026500000000000003,P,0,0,4,0,0,0,3,0,2,3
668.0,399.0,0.0643,P,0,0,4,0,0,1,1,2,0,1
1951.0,1880.0,0.0313,P,6,1,23,0,5,1,0,21,0,5
1951.0,129.0,0.0111,P,6,1,23,0,5,0,0,0,0,1
1951.0,1314.0,0.0184,P,6,1,23,0,5,1,0,10,0,2
1951.0,4585.0,0.0184,P,6,1,23,0,5,0,0,0,0,0
1951.0,1596.0,0.0168,P,6,1,23,0,5,0,0,1,0,1
1951.0,2609.0,0.010799999999999997,P,6,1,23,0,5,5,1,61,1,15
1951.0,2313.0,0.0172,P,6,1,23,0,5,1,0,16,0,8
1951.0,224.0,0.012300000000000002,P,6,1,23,0,5,1,0,0,1,3
1951.0,3670.0,0.018900000000000007,P,6,1,23,0,5,0,0,9,0,9
1951.0,3960.0,0.0006000000000000005,P,6,1,23,0,5,0,0,0,0,0
1951.0,5993.0,0.060399999999999995,P,6,1,23,0,5,0,0,0,0,0
1951.0,6863.0,0.0008999999999999994,P,6,1,23,0,5,0,0,0,0,0
1951.0,297.0,0.004100000000000001,P,6,1,23,0,5,6,5,41,4,23
1951.0,2541.0,-0.0194,N,6,1,23,0,5,0,0,0,0,0
1951.0,1491.0,0.032600000000000004,P,6,1,23,0,5,0,0,5,0,1
1951.0,3501.0,0.004999999999999999,P,6,1,23,0,5,0,0,7,0,1
1951.0,2951.0,0.0293,P,6,1,23,0,5,0,0,7,0,2
1951.0,4764.0,-0.01,N,6,1,23,0,5,0,0,0,0,0
1951.0,39.0,0.0247,P,6,1,23,0,5,14,1,58,1,10
1951.0,1648.0,0.025500000000000002,P,6,1,23,0,5,1,0,1,0,4
3775.0,4741.0,0.0084,P,4,1,17,0,2,0,0,0,0,0
3775.0,910.0,0.02645,P,4,1,17,0,2,8,0,8,0,2
3775.0,2111.0,0.0195,P,4,1,17,0,2,4,1,8,0,7
3775.0,2276.0,0.0315,P,4,1,17,0,2,0,1,3,1,7
3775.0,3727.0,0.030999999999999993,P,4,1,17,0,2,0,0,2,0,1
3775.0,3580.0,0.0353,P,4,1,17,0,2,1,0,10,0,13
3775.0,3124.0,-0.011199999999999998,N,4,1,17,0,2,0,0,0,0,0
3775.0,3077.0,-0.0045,N,4,1,17,0,2,0,0,0,0,0
3775.0,2718.0,0.034100000000000005,P,4,1,17,0,2,36,11,181,4,34
3775.0,269.0,0.0348,P,4,1,17,0,2,2,3,17,0,5
3775.0,4457.0,0.011400000000000004,P,4,1,17,0,2,0,0,0,0,0
3775.0,4632.0,0.041999999999999996,P,4,1,17,0,2,0,0,4,0,6
3775.0,2115.0,0.032100000000000004,P,4,1,17,0,2,0,0,0,0,0
3775.0,1115.0,0.031,P,4,1,17,0,2,33,28,97,18,26
271.0,1244.0,0.0434,P,1,0,3,0,7,0,0,0,0,0
271.0,719.0,0.0235,P,1,0,3,0,7,9,1,24,1,14
271.0,166.0,0.02,P,1,0,3,0,7,1,5,17,0,4
271.0,3033.0,-0.0017000000000000001,N,1,0,3,0,7,0,1,0,0,2
271.0,1305.0,-0.0191,N,1,0,3,0,7,7,8,23,0,4
271.0,303.0,0.05739999999999999,P,1,0,3,0,7,0,0,6,0,3
271.0,7.0,0.006500000000000001,P,1,0,3,0,7,3,2,16,0,12
271.0,1202.0,0.012,P,1,0,3,0,7,0,0,0,0,0
271.0,162.0,0.0208,P,1,0,3,0,7,1,2,3,1,1
271.0,1547.0,0.006,P,1,0,3,0,7,0,0,0,0,1
2552.0,1214.0,0.0444,P,0,0,6,0,11,0,1,9,0,0
2552.0,4489.0,0.0492,P,0,0,6,0,11,0,0,0,0,0
2552.0,2783.0,0.059199999999999996,P,0,0,6,0,11,2,2,3,2,1
2552.0,1820.0,0.04429999999999999,P,0,0,6,0,11,1,0,11,0,4
2552.0,3691.0,0.0251,P,0,0,6,0,11,2,0,12,1,3
2552.0,211.0,0.0444,P,0,0,6,0,11,1,0,7,0,3
2552.0,6621.0,0.014300000000000002,P,0,0,6,0,11,0,0,0,0,0
2552.0,1908.0,0.0489,P,0,0,6,0,11,5,0,50,0,5
2552.0,3415.0,0.031,P,0,0,6,0,11,0,0,0,0,0
2552.0,60.0,0.059199999999999996,P,0,0,6,0,11,3,0,11,0,4
2552.0,5614.0,0.0087,P,0,0,6,0,11,0,0,0,0,0
2552.0,2527.0,-0.0158,N,0,0,6,0,11,2,3,16,0,1
2552.0,760.0,0.0371,P,0,0,6,0,11,2,15,49,2,14
2552.0,4201.0,0.0131,P,0,0,6,0,11,3,0,3,0,1
2552.0,2945.0,0.0368,P,0,0,6,0,11,0,0,3,0,0
1924.0,94.0,0.0427,P,0,5,12,0,2,0,0,2,0,2
1924.0,2178.0,0.025500000000000002,P,0,5,12,0,2,0,0,0,0,2
1924.0,1809.0,0.0263,P,0,5,12,0,2,7,2,45,3,2
1924.0,3175.0,0.0519,P,0,5,12,0,2,0,0,1,0,0
1924.0,1589.0,0.0674,P,0,5,12,0,2,0,0,0,0,1
1924.0,3014.0,0.0303,P,0,5,12,0,2,0,0,1,0,2
1924.0,2092.0,0.0109,P,0,5,12,0,2,0,0,9,0,1
1924.0,2129.0,0.0429,P,0,5,12,0,2,0,0,0,0,0
1924.0,6.0,0.04379999999999999,P,0,5,12,0,2,0,0,5,0,4
1924.0,2600.0,-0.0108,N,0,5,12,0,2,9,0,57,0,8
1924.0,309.0,-0.016,N,0,5,12,0,2,8,5,86,3,5
2945.0,1106.0,0.0335,P,0,0,3,0,0,0,1,2,0,0
2945.0,1720.0,0.014000000000000002,P,0,0,3,0,0,5,1,8,0,1
1153.0,309.0,0.0279,P,2,6,52,7,4,8,5,86,3,5
1153.0,548.0,0.0027,P,2,6,52,7,4,4,3,5,4,3
1153.0,2484.0,-0.0009000000000000001,N,2,6,52,7,4,0,0,0,0,0
1153.0,519.0,0.0235,P,2,6,52,7,4,3,0,65,0,0
1153.0,1418.0,-0.007299999999999998,N,2,6,52,7,4,0,0,0,0,4
1153.0,453.0,0.027700000000000002,P,2,6,52,7,4,7,0,27,1,3
1153.0,2026.0,-0.00010000000000000009,N,2,6,52,7,4,0,0,1,0,2
1153.0,2132.0,0.007600000000000001,P,2,6,52,7,4,0,0,0,0,0
1153.0,274.0,0.0009999999999999996,P,2,6,52,7,4,15,4,96,0,9
1153.0,1780.0,-0.0017000000000000001,N,2,6,52,7,4,0,0,0,0,0
1153.0,74.0,0.002,P,2,6,52,7,4,4,0,14,0,7
1153.0,384.0,0.014600000000000002,P,2,6,52,7,4,4,0,32,2,8
1153.0,1594.0,-0.0081,N,2,6,52,7,4,0,0,0,0,0
1153.0,2400.0,-0.0098,N,2,6,52,7,4,0,1,0,0,2
1153.0,1098.0,-0.0016,N,2,6,52,7,4,0,0,0,0,0
1153.0,1295.0,-0.0036,N,2,6,52,7,4,0,0,0,0,0
1153.0,2314.0,0.01,P,2,6,52,7,4,0,0,0,0,0
1153.0,1819.0,0.0036000000000000003,P,2,6,52,7,4,0,0,4,0,2
1153.0,2265.0,0.0164,P,2,6,52,7,4,0,0,0,0,1
1153.0,1141.0,0.0615,P,2,6,52,7,4,0,0,0,0,3
1153.0,1978.0,0.0313,P,2,6,52,7,4,0,2,4,1,0
1153.0,2330.0,-0.0028,N,2,6,52,7,4,0,0,2,0,0
1153.0,2480.0,0.0182,P,2,6,52,7,4,0,0,0,0,0
1153.0,1110.0,0.013800000000000002,P,2,6,52,7,4,3,0,2,1,1
1153.0,110.0,0.0118,P,2,6,52,7,4,1,0,19,0,4
1153.0,1817.0,0.006100000000000001,P,2,6,52,7,4,0,0,1,0,0
1153.0,662.0,0.0346,P,2,6,52,7,4,0,0,12,0,3
1153.0,2201.0,0.0455,P,2,6,52,7,4,0,0,0,0,0
1153.0,1891.0,0.023100000000000002,P,2,6,52,7,4,0,0,2,0,3
1153.0,2187.0,-0.0149,N,2,6,52,7,4,0,0,0,0,3
1153.0,1296.0,0.0029000000000000007,P,2,6,52,7,4,0,1,5,0,4
1153.0,2194.0,0.0056,P,2,6,52,7,4,0,0,1,0,0
1153.0,30.0,0.0060999999999999995,P,2,6,52,7,4,2,0,12,0,9
1153.0,1205.0,0.017499999999999998,P,2,6,52,7,4,3,2,10,1,3
1153.0,2198.0,0.0182,P,2,6,52,7,4,0,0,0,0,0
2302.0,1908.0,0.018899999999999997,P,0,0,4,0,3,5,0,50,0,5
2302.0,4641.0,-0.009300000000000001,N,0,0,4,0,3,0,0,0,0,0
2302.0,3775.0,0.0664,P,0,0,4,0,3,4,1,17,0,2
2302.0,181.0,0.015699999999999995,P,0,0,4,0,3,0,0,0,0,3
2302.0,287.0,0.037200000000000004,P,0,0,4,0,3,1,2,5,0,6
2302.0,1880.0,-0.0191,N,0,0,4,0,3,1,0,21,0,5
3.0,1727.0,-0.0038000000000000004,N,1,1,4,0,12,0,0,0,0,0
3.0,467.0,0.014799999999999999,P,1,1,4,0,12,0,2,0,0,0
3.0,1382.0,0.007499999999999998,P,1,1,4,0,12,1,1,2,0,0
3.0,430.0,0.0173,P,1,1,4,0,12,1,0,1,0,1
3.0,7.0,-0.026000000000000002,N,1,1,4,0,12,3,2,16,0,12
3.0,69.0,0.011,P,1,1,4,0,12,4,3,49,2,2
3.0,1192.0,-0.008100000000000001,N,1,1,4,0,12,1,1,4,0,3
3.0,640.0,0.013300000000000001,P,1,1,4,0,12,0,0,0,0,1
3.0,2509.0,0.0126,P,1,1,4,0,12,0,0,0,0,1
3.0,843.0,-0.016300000000000002,N,1,1,4,0,12,2,1,8,0,9
3.0,1714.0,-0.0018000000000000002,N,1,1,4,0,12,0,0,0,0,0
3.0,744.0,-0.0035000000000000005,N,1,1,4,0,12,1,0,0,0,1
3.0,1359.0,0.0184,P,1,1,4,0,12,0,3,6,1,0
3.0,455.0,0.0353,P,1,1,4,0,12,0,3,0,2,3
3.0,953.0,-0.014099999999999998,N,1,1,4,0,12,0,0,0,0,1
3.0,43.0,-0.00020000000000000017,N,1,1,4,0,12,1,0,2,0,0
3.0,712.0,0.0081,P,1,1,4,0,12,1,0,13,1,3
4084.0,2770.0,0.0252,P,0,0,4,0,0,1,0,28,0,1
4084.0,3719.0,0.0188,P,0,0,4,0,0,1,0,11,0,1
4084.0,2726.0,0.0185,P,0,0,4,0,0,1,0,8,0,7
2598.0,791.0,0.019200000000000002,P,4,1,39,1,9,0,0,2,0,2
2598.0,3040.0,0.0245,P,4,1,39,1,9,0,0,0,0,0
2598.0,2893.0,0.0083,P,4,1,39,1,9,5,3,15,2,0
2598.0,3960.0,0.0134,P,4,1,39,1,9,0,0,0,0,0
2598.0,4146.0,0.015799999999999995,P,4,1,39,1,9,0,0,0,0,0
2598.0,2591.0,0.0085,P,4,1,39,1,9,0,0,0,0,1
2598.0,323.0,0.0492,P,4,1,39,1,9,0,0,1,0,2
2598.0,980.0,0.016599999999999997,P,4,1,39,1,9,1,0,10,0,2
2598.0,2577.0,0.0453,P,4,1,39,1,9,6,7,8,3,7
2598.0,3791.0,0.0062,P,4,1,39,1,9,0,0,6,0,2
2598.0,2648.0,0.0157,P,4,1,39,1,9,2,1,7,2,4
2598.0,3230.0,-0.0083,N,4,1,39,1,9,0,0,0,0,0
2598.0,2510.0,0.0249,P,4,1,39,1,9,0,3,7,1,1
2598.0,2770.0,0.0177,P,4,1,39,1,9,1,0,28,0,1
2598.0,2676.0,0.0247,P,4,1,39,1,9,2,0,7,0,3
2598.0,722.0,0.0154,P,4,1,39,1,9,5,13,45,1,9
2598.0,3891.0,0.004600000000000001,P,4,1,39,1,9,0,0,2,0,0
2598.0,2633.0,0.046700000000000005,P,4,1,39,1,9,0,0,1,0,1
2598.0,1726.0,-0.0293,N,4,1,39,1,9,0,0,0,1,0
2598.0,2931.0,0.0211,P,4,1,39,1,9,0,0,1,0,3
2598.0,718.0,-0.0010999999999999996,N,4,1,39,1,9,7,0,33,0,4
2598.0,885.0,0.011899999999999999,P,4,1,39,1,9,0,1,6,0,3
2598.0,68.0,0.031,P,4,1,39,1,9,7,5,39,0,13
2598.0,3736.0,0.0006000000000000003,P,4,1,39,1,9,2,0,2,0,0
2598.0,4025.0,0.026000000000000002,P,4,1,39,1,9,0,1,0,0,0
2598.0,3115.0,0.020499999999999997,P,4,1,39,1,9,1,0,1,0,2
2598.0,2529.0,0.0258,P,4,1,39,1,9,12,7,104,7,17
2598.0,286.0,0.0167,P,4,1,39,1,9,9,0,28,0,5
2598.0,3149.0,0.026500000000000003,P,4,1,39,1,9,0,3,1,0,0
2598.0,1704.0,0.0222,P,4,1,39,1,9,0,0,6,0,1
2598.0,3249.0,0.0267,P,4,1,39,1,9,0,0,0,0,0
5195.0,5247.0,0.0373,P,1,0,4,0,3,0,0,1,0,5
5195.0,5193.0,0.0169,P,1,0,4,0,3,0,0,0,0,2
5195.0,950.0,0.0512,P,1,0,4,0,3,1,0,11,0,12
5195.0,5458.0,0.026600000000000002,P,1,0,4,0,3,0,0,0,0,0
5195.0,115.0,0.0459,P,1,0,4,0,3,0,0,2,0,0
5195.0,5132.0,0.0306,P,1,0,4,0,3,1,0,4,0,3
5195.0,5462.0,0.0503,P,1,0,4,0,3,0,1,0,0,3
2163.0,1722.0,0.0057,P,1,3,2,1,5,1,2,4,1,18
2163.0,378.0,0.0417,P,1,3,2,1,5,23,8,193,4,37
2163.0,4200.0,0.007200000000000001,P,1,3,2,1,5,0,0,0,0,0
2163.0,27.0,0.0132,P,1,3,2,1,5,5,1,33,0,7
2163.0,67.0,0.0076999999999999985,P,1,3,2,1,5,3,0,12,0,23
2163.0,1445.0,-0.0018000000000000017,N,1,3,2,1,5,4,0,5,0,1
2163.0,1347.0,-0.0005999999999999992,N,1,3,2,1,5,3,0,10,0,7
2163.0,6694.0,-0.0095,N,1,3,2,1,5,0,0,0,0,0
2163.0,3850.0,-0.027800000000000002,N,1,3,2,1,5,4,3,2,3,3
1884.0,2659.0,-0.0048000000000000004,N,3,2,10,0,7,11,12,12,7,4
1884.0,894.0,-0.0029000000000000002,N,3,2,10,0,7,15,2,28,1,11
1884.0,1232.0,0.0254,P,3,2,10,0,7,0,0,2,0,2
1884.0,1907.0,-0.0029000000000000002,N,3,2,10,0,7,7,0,2,1,9
1884.0,3589.0,0.012,P,3,2,10,0,7,4,2,9,1,11
1884.0,2843.0,0.020300000000000002,P,3,2,10,0,7,0,0,0,0,0
1884.0,1912.0,0.021899999999999996,P,3,2,10,0,7,0,0,14,0,1
1884.0,1472.0,0.024600000000000004,P,3,2,10,0,7,0,1,1,3,2
1884.0,586.0,0.023100000000000002,P,3,2,10,0,7,0,0,0,0,2
1884.0,931.0,0.0257,P,3,2,10,0,7,0,0,5,0,1
1884.0,1909.0,0.0091,P,3,2,10,0,7,0,0,10,0,2
1884.0,231.0,0.0077,P,3,2,10,0,7,1,2,8,0,8
1884.0,2166.0,0.0366,P,3,2,10,0,7,0,0,1,0,0
1884.0,1809.0,0.0083,P,3,2,10,0,7,7,2,45,3,2
1884.0,2230.0,0.0072,P,3,2,10,0,7,0,0,26,0,3
3022.0,6353.0,0.0303,P,0,0,0,0,4,0,0,0,0,0
3022.0,895.0,0.037,P,0,0,0,0,4,0,0,1,0,2
3022.0,2005.0,0.004599999999999999,P,0,0,0,0,4,3,1,4,0,13
3022.0,5130.0,0.0524,P,0,0,0,0,4,0,0,8,0,1
2771.0,3541.0,0.0195,P,1,0,4,0,0,8,1,17,0,1
2771.0,783.0,0.0759,P,1,0,4,0,0,0,0,2,0,1
2771.0,3613.0,0.0863,P,1,0,4,0,0,17,12,104,5,16
1607.0,259.0,0.0223,P,2,0,10,0,0,22,5,128,5,14
1607.0,1809.0,0.0031,P,2,0,10,0,0,7,2,45,3,2
1607.0,2888.0,0.0194,P,2,0,10,0,0,1,0,5,0,1
2972.0,2659.0,-0.0097,N,0,1,2,1,1,11,12,12,7,4
2972.0,1232.0,0.0804,P,0,1,2,1,1,0,0,2,0,2
2972.0,1358.0,0.0651,P,0,1,2,1,1,1,0,13,0,4
2661.0,2657.0,0.0368,P,3,0,21,0,4,1,1,1,0,4
2661.0,1227.0,0.0064,P,3,0,21,0,4,1,0,1,0,0
2661.0,986.0,0.0314,P,3,0,21,0,4,0,0,2,0,2
2661.0,1115.0,0.029599999999999998,P,3,0,21,0,4,33,28,97,18,26
2661.0,722.0,0.029099999999999997,P,3,0,21,0,4,5,13,45,1,9
2661.0,451.0,0.0213,P,3,0,21,0,4,1,0,4,0,8
2661.0,2607.0,0.036699999999999997,P,3,0,21,0,4,1,2,6,1,4
2661.0,932.0,0.0385,P,3,0,21,0,4,0,0,0,0,0
2661.0,2166.0,0.0016999999999999988,P,3,0,21,0,4,0,0,1,0,0
2661.0,3541.0,0.0398,P,3,0,21,0,4,8,1,17,0,1
2661.0,2676.0,0.0028,P,3,0,21,0,4,2,0,7,0,3
2661.0,2577.0,0.041499999999999995,P,3,0,21,0,4,6,7,8,3,7
2661.0,3143.0,0.0322,P,3,0,21,0,4,0,0,1,0,0
1908.0,6226.0,0.0359,P,5,0,50,0,5,0,0,0,0,0
1908.0,3724.0,0.0437,P,5,0,50,0,5,0,0,0,0,3
1908.0,6292.0,0.028800000000000003,P,5,0,50,0,5,0,0,0,0,0
1908.0,6399.0,0.014500000000000002,P,5,0,50,0,5,0,0,0,0,0
1908.0,3767.0,0.0641,P,5,0,50,0,5,0,0,4,0,8
1908.0,5719.0,0.0737,P,5,0,50,0,5,0,0,0,0,0
1908.0,1667.0,0.0468,P,5,0,50,0,5,3,7,8,1,15
1908.0,106.0,0.041999999999999996,P,5,0,50,0,5,2,4,10,1,12
1908.0,1846.0,0.053500000000000006,P,5,0,50,0,5,0,2,4,1,4
1908.0,243.0,0.020999999999999998,P,5,0,50,0,5,1,0,2,0,1
1908.0,3346.0,0.0702,P,5,0,50,0,5,2,0,2,1,2
1908.0,1793.0,0.0256,P,5,0,50,0,5,1,0,6,0,2
1908.0,470.0,0.054900000000000004,P,5,0,50,0,5,26,7,62,5,37
1908.0,372.0,0.0193,P,5,0,50,0,5,0,0,0,0,1
1908.0,3736.0,0.0039000000000000007,P,5,0,50,0,5,2,0,2,0,0
1908.0,378.0,0.030199999999999998,P,5,0,50,0,5,23,8,193,4,37
1908.0,875.0,0.0428,P,5,0,50,0,5,4,6,14,0,11
1908.0,979.0,0.006800000000000002,P,5,0,50,0,5,5,0,27,0,6
1908.0,4523.0,0.0075000000000000015,P,5,0,50,0,5,0,0,0,0,0
1908.0,297.0,0.022399999999999996,P,5,0,50,0,5,6,5,41,4,23
1908.0,1261.0,0.029599999999999998,P,5,0,50,0,5,0,1,3,0,3
1908.0,1809.0,0.0299,P,5,0,50,0,5,7,2,45,3,2
1908.0,813.0,0.0109,P,5,0,50,0,5,0,0,1,0,2
1908.0,3850.0,-0.0206,N,5,0,50,0,5,4,3,2,3,3
1908.0,2885.0,0.023899999999999998,P,5,0,50,0,5,2,1,11,4,5
1908.0,5427.0,0.048299999999999996,P,5,0,50,0,5,0,0,0,0,0
1908.0,1004.0,0.014599999999999998,P,5,0,50,0,5,3,5,3,3,10
1908.0,1384.0,0.012099999999999996,P,5,0,50,0,5,2,0,3,0,3
1908.0,389.0,0.034499999999999996,P,5,0,50,0,5,2,0,9,0,8
2528.0,4238.0,0.0496,P,1,2,15,0,2,0,0,0,0,6
2528.0,1472.0,0.033800000000000004,P,1,2,15,0,2,0,1,1,3,2
2528.0,6882.0,-0.0011000000000000005,N,1,2,15,0,2,0,0,0,0,0
2528.0,2224.0,0.0213,P,1,2,15,0,2,2,0,3,0,0
2528.0,5275.0,0.011600000000000001,P,1,2,15,0,2,0,1,2,0,1
